Symbol Name,Reference,Value,Footprint,Datasheet,Description,Manufacturer,MPN,Tolerance,Voltage Rating,Case Code - in,Case Code - mm,Series
R_ERJ-3EKF2323V,R,232 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 232 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF2323V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF23R7V,R,23.7 Ω,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 23.7 Ω 1% 0603 75V,Panasonic,ERJ-3EKF23R7V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF2370V,R,237 Ω,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 237 Ω 1% 0603 75V,Panasonic,ERJ-3EKF2370V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF2371V,R,2.37 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 2.37 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF2371V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF2372V,R,23.7 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 23.7 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF2372V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF2373V,R,237 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 237 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF2373V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF24R3V,R,24.3 Ω,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 24.3 Ω 1% 0603 75V,Panasonic,ERJ-3EKF24R3V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF2430V,R,243 Ω,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 243 Ω 1% 0603 75V,Panasonic,ERJ-3EKF2430V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF2431V,R,2.43 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 2.43 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF2431V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF2432V,R,24.3 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 24.3 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF2432V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF2433V,R,243 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 243 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF2433V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF24R9V,R,24.9 Ω,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 24.9 Ω 1% 0603 75V,Panasonic,ERJ-3EKF24R9V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF2490V,R,249 Ω,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 249 Ω 1% 0603 75V,Panasonic,ERJ-3EKF2490V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF2491V,R,2.49 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 2.49 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF2491V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF2492V,R,24.9 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 24.9 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF2492V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF2493V,R,249 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 249 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF2493V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF25R5V,R,25.5 Ω,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 25.5 Ω 1% 0603 75V,Panasonic,ERJ-3EKF25R5V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF2550V,R,255 Ω,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 255 Ω 1% 0603 75V,Panasonic,ERJ-3EKF2550V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF2551V,R,2.55 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 2.55 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF2551V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF2552V,R,25.5 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 25.5 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF2552V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF2553V,R,255 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 255 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF2553V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF26R1V,R,26.1 Ω,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 26.1 Ω 1% 0603 75V,Panasonic,ERJ-3EKF26R1V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF2610V,R,261 Ω,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 261 Ω 1% 0603 75V,Panasonic,ERJ-3EKF2610V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF2611V,R,2.61 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 2.61 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF2611V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF2612V,R,26.1 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 26.1 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF2612V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF2613V,R,261 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 261 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF2613V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF26R7V,R,26.7 Ω,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 26.7 Ω 1% 0603 75V,Panasonic,ERJ-3EKF26R7V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF2670V,R,267 Ω,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 267 Ω 1% 0603 75V,Panasonic,ERJ-3EKF2670V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF2671V,R,2.67 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 2.67 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF2671V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF2672V,R,26.7 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 26.7 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF2672V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF2673V,R,267 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 267 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF2673V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF27R4V,R,27.4 Ω,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 27.4 Ω 1% 0603 75V,Panasonic,ERJ-3EKF27R4V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF2740V,R,274 Ω,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 274 Ω 1% 0603 75V,Panasonic,ERJ-3EKF2740V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF2741V,R,2.74 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 2.74 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF2741V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF2742V,R,27.4 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 27.4 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF2742V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF2743V,R,274 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 274 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF2743V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF28R0V,R,28 Ω,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 28 Ω 1% 0603 75V,Panasonic,ERJ-3EKF28R0V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF2800V,R,280 Ω,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 280 Ω 1% 0603 75V,Panasonic,ERJ-3EKF2800V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF2801V,R,2.8 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 2.8 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF2801V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF2802V,R,28 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 28 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF2802V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF2803V,R,280 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 280 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF2803V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF28R7V,R,28.7 Ω,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 28.7 Ω 1% 0603 75V,Panasonic,ERJ-3EKF28R7V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF2870V,R,287 Ω,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 287 Ω 1% 0603 75V,Panasonic,ERJ-3EKF2870V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF2871V,R,2.87 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 2.87 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF2871V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF2872V,R,28.7 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 28.7 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF2872V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF2873V,R,287 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 287 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF2873V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF29R4V,R,29.4 Ω,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 29.4 Ω 1% 0603 75V,Panasonic,ERJ-3EKF29R4V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF2940V,R,294 Ω,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 294 Ω 1% 0603 75V,Panasonic,ERJ-3EKF2940V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF2941V,R,2.94 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 2.94 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF2941V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF2942V,R,29.4 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 29.4 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF2942V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF2943V,R,294 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 294 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF2943V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF30R1V,R,30.1 Ω,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 30.1 Ω 1% 0603 75V,Panasonic,ERJ-3EKF30R1V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF3010V,R,301 Ω,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 301 Ω 1% 0603 75V,Panasonic,ERJ-3EKF3010V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF3011V,R,3.01 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 3.01 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF3011V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF3012V,R,30.1 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 30.1 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF3012V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF3013V,R,301 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 301 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF3013V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF30R9V,R,30.9 Ω,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 30.9 Ω 1% 0603 75V,Panasonic,ERJ-3EKF30R9V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF3090V,R,309 Ω,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 309 Ω 1% 0603 75V,Panasonic,ERJ-3EKF3090V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF3091V,R,3.09 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 3.09 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF3091V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF3092V,R,30.9 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 30.9 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF3092V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF3093V,R,309 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 309 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF3093V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF31R6V,R,31.6 Ω,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 31.6 Ω 1% 0603 75V,Panasonic,ERJ-3EKF31R6V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF3160V,R,316 Ω,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 316 Ω 1% 0603 75V,Panasonic,ERJ-3EKF3160V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF3161V,R,3.16 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 3.16 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF3161V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF3162V,R,31.6 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 31.6 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF3162V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF3163V,R,316 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 316 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF3163V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF32R4V,R,32.4 Ω,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 32.4 Ω 1% 0603 75V,Panasonic,ERJ-3EKF32R4V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF3240V,R,324 Ω,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 324 Ω 1% 0603 75V,Panasonic,ERJ-3EKF3240V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF3241V,R,3.24 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 3.24 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF3241V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF3242V,R,32.4 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 32.4 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF3242V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF3243V,R,324 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 324 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF3243V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF33R2V,R,33.2 Ω,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 33.2 Ω 1% 0603 75V,Panasonic,ERJ-3EKF33R2V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF3320V,R,332 Ω,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 332 Ω 1% 0603 75V,Panasonic,ERJ-3EKF3320V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF3321V,R,3.32 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 3.32 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF3321V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF3322V,R,33.2 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 33.2 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF3322V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF3323V,R,332 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 332 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF3323V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF34R0V,R,34 Ω,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 34 Ω 1% 0603 75V,Panasonic,ERJ-3EKF34R0V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF3400V,R,340 Ω,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 340 Ω 1% 0603 75V,Panasonic,ERJ-3EKF3400V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF3401V,R,3.4 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 3.4 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF3401V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF3402V,R,34 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 34 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF3402V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF3403V,R,340 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 340 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF3403V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF34R8V,R,34.8 Ω,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 34.8 Ω 1% 0603 75V,Panasonic,ERJ-3EKF34R8V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF3480V,R,348 Ω,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 348 Ω 1% 0603 75V,Panasonic,ERJ-3EKF3480V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF3481V,R,3.48 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 3.48 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF3481V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF3482V,R,34.8 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 34.8 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF3482V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF3483V,R,348 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 348 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF3483V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF35R7V,R,35.7 Ω,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 35.7 Ω 1% 0603 75V,Panasonic,ERJ-3EKF35R7V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF3570V,R,357 Ω,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 357 Ω 1% 0603 75V,Panasonic,ERJ-3EKF3570V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF3571V,R,3.57 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 3.57 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF3571V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF3572V,R,35.7 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 35.7 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF3572V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF3573V,R,357 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 357 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF3573V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF36R5V,R,36.5 Ω,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 36.5 Ω 1% 0603 75V,Panasonic,ERJ-3EKF36R5V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF3650V,R,365 Ω,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 365 Ω 1% 0603 75V,Panasonic,ERJ-3EKF3650V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF3651V,R,3.65 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 3.65 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF3651V,1%,75V,0603,1608,ERJ-3EK
