Symbol Name,Reference,Value,Footprint,Datasheet,Description,Manufacturer,MPN,Tolerance,Voltage Rating,Case Code - in,Case Code - mm,Series
R_ERJ-3EKF15R0V,R,15 Ω,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 15 Ω 1% 0603 75V,Panasonic,ERJ-3EKF15R0V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF1500V,R,150 Ω,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 150 Ω 1% 0603 75V,Panasonic,ERJ-3EKF1500V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF1501V,R,1.5 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 1.5 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF1501V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF1502V,R,15 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 15 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF1502V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF1503V,R,150 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 150 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF1503V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF15R4V,R,15.4 Ω,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 15.4 Ω 1% 0603 75V,Panasonic,ERJ-3EKF15R4V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF1540V,R,154 Ω,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 154 Ω 1% 0603 75V,Panasonic,ERJ-3EKF1540V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF1541V,R,1.54 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 1.54 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF1541V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF1542V,R,15.4 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 15.4 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF1542V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF1543V,R,154 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 154 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF1543V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF15R8V,R,15.8 Ω,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 15.8 Ω 1% 0603 75V,Panasonic,ERJ-3EKF15R8V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF1580V,R,158 Ω,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 158 Ω 1% 0603 75V,Panasonic,ERJ-3EKF1580V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF1581V,R,1.58 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 1.58 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF1581V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF1582V,R,15.8 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 15.8 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF1582V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF1583V,R,158 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 158 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF1583V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF16R2V,R,16.2 Ω,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 16.2 Ω 1% 0603 75V,Panasonic,ERJ-3EKF16R2V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF1620V,R,162 Ω,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 162 Ω 1% 0603 75V,Panasonic,ERJ-3EKF1620V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF1621V,R,1.62 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 1.62 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF1621V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF1622V,R,16.2 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 16.2 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF1622V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF1623V,R,162 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 162 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF1623V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF16R5V,R,16.5 Ω,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 16.5 Ω 1% 0603 75V,Panasonic,ERJ-3EKF16R5V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF1650V,R,165 Ω,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 165 Ω 1% 0603 75V,Panasonic,ERJ-3EKF1650V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF1651V,R,1.65 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 1.65 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF1651V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF1652V,R,16.5 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 16.5 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF1652V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF1653V,R,165 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 165 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF1653V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF16R9V,R,16.9 Ω,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 16.9 Ω 1% 0603 75V,Panasonic,ERJ-3EKF16R9V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF1690V,R,169 Ω,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 169 Ω 1% 0603 75V,Panasonic,ERJ-3EKF1690V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF1691V,R,1.69 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 1.69 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF1691V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF1692V,R,16.9 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 16.9 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF1692V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF1693V,R,169 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 169 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF1693V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF17R4V,R,17.4 Ω,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 17.4 Ω 1% 0603 75V,Panasonic,ERJ-3EKF17R4V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF1740V,R,174 Ω,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 174 Ω 1% 0603 75V,Panasonic,ERJ-3EKF1740V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF1741V,R,1.74 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 1.74 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF1741V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF1742V,R,17.4 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 17.4 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF1742V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF1743V,R,174 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 174 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF1743V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF17R8V,R,17.8 Ω,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 17.8 Ω 1% 0603 75V,Panasonic,ERJ-3EKF17R8V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF1780V,R,178 Ω,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 178 Ω 1% 0603 75V,Panasonic,ERJ-3EKF1780V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF1781V,R,1.78 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 1.78 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF1781V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF1782V,R,17.8 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 17.8 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF1782V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF1783V,R,178 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 178 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF1783V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF18R2V,R,18.2 Ω,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 18.2 Ω 1% 0603 75V,Panasonic,ERJ-3EKF18R2V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF1820V,R,182 Ω,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 182 Ω 1% 0603 75V,Panasonic,ERJ-3EKF1820V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF1821V,R,1.82 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 1.82 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF1821V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF1822V,R,18.2 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 18.2 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF1822V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF1823V,R,182 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 182 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF1823V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF18R7V,R,18.7 Ω,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 18.7 Ω 1% 0603 75V,Panasonic,ERJ-3EKF18R7V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF1870V,R,187 Ω,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 187 Ω 1% 0603 75V,Panasonic,ERJ-3EKF1870V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF1871V,R,1.87 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 1.87 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF1871V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF1872V,R,18.7 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 18.7 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF1872V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF1873V,R,187 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 187 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF1873V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF19R1V,R,19.1 Ω,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 19.1 Ω 1% 0603 75V,Panasonic,ERJ-3EKF19R1V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF1910V,R,191 Ω,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 191 Ω 1% 0603 75V,Panasonic,ERJ-3EKF1910V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF1911V,R,1.91 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 1.91 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF1911V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF1912V,R,19.1 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 19.1 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF1912V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF1913V,R,191 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 191 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF1913V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF19R6V,R,19.6 Ω,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 19.6 Ω 1% 0603 75V,Panasonic,ERJ-3EKF19R6V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF1960V,R,196 Ω,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 196 Ω 1% 0603 75V,Panasonic,ERJ-3EKF1960V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF1961V,R,1.96 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 1.96 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF1961V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF1962V,R,19.6 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 19.6 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF1962V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF1963V,R,196 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 196 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF1963V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF20R0V,R,20 Ω,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 20 Ω 1% 0603 75V,Panasonic,ERJ-3EKF20R0V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF2000V,R,200 Ω,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 200 Ω 1% 0603 75V,Panasonic,ERJ-3EKF2000V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF2001V,R,2 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 2 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF2001V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF2002V,R,20 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 20 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF2002V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF2003V,R,200 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 200 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF2003V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF20R5V,R,20.5 Ω,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 20.5 Ω 1% 0603 75V,Panasonic,ERJ-3EKF20R5V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF2050V,R,205 Ω,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 205 Ω 1% 0603 75V,Panasonic,ERJ-3EKF2050V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF2051V,R,2.05 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 2.05 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF2051V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF2052V,R,20.5 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 20.5 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF2052V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF2053V,R,205 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 205 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF2053V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF21R0V,R,21 Ω,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 21 Ω 1% 0603 75V,Panasonic,ERJ-3EKF21R0V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF2100V,R,210 Ω,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 210 Ω 1% 0603 75V,Panasonic,ERJ-3EKF2100V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF2101V,R,2.1 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 2.1 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF2101V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF2102V,R,21 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 21 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF2102V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF2103V,R,210 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 210 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF2103V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF21R5V,R,21.5 Ω,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 21.5 Ω 1% 0603 75V,Panasonic,ERJ-3EKF21R5V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF2150V,R,215 Ω,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 215 Ω 1% 0603 75V,Panasonic,ERJ-3EKF2150V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF2151V,R,2.15 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 2.15 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF2151V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF2152V,R,21.5 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 21.5 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF2152V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF2153V,R,215 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 215 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF2153V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF22R1V,R,22.1 Ω,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 22.1 Ω 1% 0603 75V,Panasonic,ERJ-3EKF22R1V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF2210V,R,221 Ω,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 221 Ω 1% 0603 75V,Panasonic,ERJ-3EKF2210V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF2211V,R,2.21 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 2.21 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF2211V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF2212V,R,22.1 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 22.1 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF2212V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF2213V,R,221 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 221 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF2213V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF22R6V,R,22.6 Ω,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 22.6 Ω 1% 0603 75V,Panasonic,ERJ-3EKF22R6V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF2260V,R,226 Ω,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 226 Ω 1% 0603 75V,Panasonic,ERJ-3EKF2260V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF2261V,R,2.26 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 2.26 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF2261V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF2262V,R,22.6 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 22.6 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF2262V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF2263V,R,226 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 226 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF2263V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF23R2V,R,23.2 Ω,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 23.2 Ω 1% 0603 75V,Panasonic,ERJ-3EKF23R2V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF2320V,R,232 Ω,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 232 Ω 1% 0603 75V,Panasonic,ERJ-3EKF2320V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF2321V,R,2.32 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 2.32 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF2321V,1%,75V,0603,1608,ERJ-3EK
R_ERJ-3EKF2322V,R,23.2 kΩ,footprints:R_0603_1608Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 23.2 kΩ 1% 0603 75V,Panasonic,ERJ-3EKF2322V,1%,75V,0603,1608,ERJ-3EK
