Symbol Name,Reference,Value,Footprint,Datasheet,Description,Manufacturer,MPN,Tolerance,Voltage Rating
R_000194,R,215 Ω,footprints:R_0805_2012Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 215 Ω 1% 0805 150V,Panasonic,ERJ-6ENF2150V,1%,150V
R_000195,R,2.15 kΩ,footprints:R_0805_2012Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 2.15 kΩ 1% 0805 150V,Panasonic,ERJ-6ENF2151V,1%,150V
R_000196,R,21.5 kΩ,footprints:R_0805_2012Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 21.5 kΩ 1% 0805 150V,Panasonic,ERJ-6ENF2152V,1%,150V
R_000197,R,215 kΩ,footprints:R_0805_2012Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 215 kΩ 1% 0805 150V,Panasonic,ERJ-6ENF2153V,1%,150V
R_000198,R,2.15 MΩ,footprints:R_0805_2012Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 2.15 MΩ 1% 0805 150V,Panasonic,ERJ-6ENF2154V,1%,150V
R_000199,R,22.1 Ω,footprints:R_0805_2012Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 22.1 Ω 1% 0805 150V,Panasonic,ERJ-6ENF22R1V,1%,150V
R_000200,R,221 Ω,footprints:R_0805_2012Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 221 Ω 1% 0805 150V,Panasonic,ERJ-6ENF2210V,1%,150V
R_000201,R,2.21 kΩ,footprints:R_0805_2012Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 2.21 kΩ 1% 0805 150V,Panasonic,ERJ-6ENF2211V,1%,150V
R_000202,R,22.1 kΩ,footprints:R_0805_2012Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 22.1 kΩ 1% 0805 150V,Panasonic,ERJ-6ENF2212V,1%,150V
R_000203,R,221 kΩ,footprints:R_0805_2012Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 221 kΩ 1% 0805 150V,Panasonic,ERJ-6ENF2213V,1%,150V
R_000204,R,22.6 Ω,footprints:R_0805_2012Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 22.6 Ω 1% 0805 150V,Panasonic,ERJ-6ENF22R6V,1%,150V
R_000205,R,226 Ω,footprints:R_0805_2012Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 226 Ω 1% 0805 150V,Panasonic,ERJ-6ENF2260V,1%,150V
R_000206,R,2.26 kΩ,footprints:R_0805_2012Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 2.26 kΩ 1% 0805 150V,Panasonic,ERJ-6ENF2261V,1%,150V
R_000207,R,22.6 kΩ,footprints:R_0805_2012Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 22.6 kΩ 1% 0805 150V,Panasonic,ERJ-6ENF2262V,1%,150V
R_000208,R,226 kΩ,footprints:R_0805_2012Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 226 kΩ 1% 0805 150V,Panasonic,ERJ-6ENF2263V,1%,150V
R_000209,R,23.2 Ω,footprints:R_0805_2012Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 23.2 Ω 1% 0805 150V,Panasonic,ERJ-6ENF23R2V,1%,150V
R_000210,R,232 Ω,footprints:R_0805_2012Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 232 Ω 1% 0805 150V,Panasonic,ERJ-6ENF2320V,1%,150V
R_000211,R,2.32 kΩ,footprints:R_0805_2012Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 2.32 kΩ 1% 0805 150V,Panasonic,ERJ-6ENF2321V,1%,150V
R_000212,R,23.2 kΩ,footprints:R_0805_2012Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 23.2 kΩ 1% 0805 150V,Panasonic,ERJ-6ENF2322V,1%,150V
R_000213,R,232 kΩ,footprints:R_0805_2012Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 232 kΩ 1% 0805 150V,Panasonic,ERJ-6ENF2323V,1%,150V
R_000214,R,23.7 Ω,footprints:R_0805_2012Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 23.7 Ω 1% 0805 150V,Panasonic,ERJ-6ENF23R7V,1%,150V
R_000215,R,237 Ω,footprints:R_0805_2012Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 237 Ω 1% 0805 150V,Panasonic,ERJ-6ENF2370V,1%,150V
R_000216,R,2.37 kΩ,footprints:R_0805_2012Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 2.37 kΩ 1% 0805 150V,Panasonic,ERJ-6ENF2371V,1%,150V
R_000217,R,23.7 kΩ,footprints:R_0805_2012Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 23.7 kΩ 1% 0805 150V,Panasonic,ERJ-6ENF2372V,1%,150V
R_000218,R,237 kΩ,footprints:R_0805_2012Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 237 kΩ 1% 0805 150V,Panasonic,ERJ-6ENF2373V,1%,150V
R_000219,R,24.3 Ω,footprints:R_0805_2012Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 24.3 Ω 1% 0805 150V,Panasonic,ERJ-6ENF24R3V,1%,150V
R_000220,R,243 Ω,footprints:R_0805_2012Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 243 Ω 1% 0805 150V,Panasonic,ERJ-6ENF2430V,1%,150V
R_000221,R,2.43 kΩ,footprints:R_0805_2012Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 2.43 kΩ 1% 0805 150V,Panasonic,ERJ-6ENF2431V,1%,150V
R_000222,R,24.3 kΩ,footprints:R_0805_2012Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 24.3 kΩ 1% 0805 150V,Panasonic,ERJ-6ENF2432V,1%,150V
R_000223,R,243 kΩ,footprints:R_0805_2012Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 243 kΩ 1% 0805 150V,Panasonic,ERJ-6ENF2433V,1%,150V
R_000224,R,24.9 Ω,footprints:R_0805_2012Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 24.9 Ω 1% 0805 150V,Panasonic,ERJ-6ENF24R9V,1%,150V
R_000225,R,249 Ω,footprints:R_0805_2012Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 249 Ω 1% 0805 150V,Panasonic,ERJ-6ENF2490V,1%,150V
R_000226,R,2.49 kΩ,footprints:R_0805_2012Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 2.49 kΩ 1% 0805 150V,Panasonic,ERJ-6ENF2491V,1%,150V
R_000227,R,24.9 kΩ,footprints:R_0805_2012Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 24.9 kΩ 1% 0805 150V,Panasonic,ERJ-6ENF2492V,1%,150V
R_000228,R,249 kΩ,footprints:R_0805_2012Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 249 kΩ 1% 0805 150V,Panasonic,ERJ-6ENF2493V,1%,150V
R_000229,R,25.5 Ω,footprints:R_0805_2012Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 25.5 Ω 1% 0805 150V,Panasonic,ERJ-6ENF25R5V,1%,150V
R_000230,R,255 Ω,footprints:R_0805_2012Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 255 Ω 1% 0805 150V,Panasonic,ERJ-6ENF2550V,1%,150V
R_000231,R,2.55 kΩ,footprints:R_0805_2012Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 2.55 kΩ 1% 0805 150V,Panasonic,ERJ-6ENF2551V,1%,150V
R_000232,R,25.5 kΩ,footprints:R_0805_2012Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 25.5 kΩ 1% 0805 150V,Panasonic,ERJ-6ENF2552V,1%,150V
R_000233,R,255 kΩ,footprints:R_0805_2012Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 255 kΩ 1% 0805 150V,Panasonic,ERJ-6ENF2553V,1%,150V
R_000234,R,26.1 Ω,footprints:R_0805_2012Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 26.1 Ω 1% 0805 150V,Panasonic,ERJ-6ENF26R1V,1%,150V
R_000235,R,261 Ω,footprints:R_0805_2012Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 261 Ω 1% 0805 150V,Panasonic,ERJ-6ENF2610V,1%,150V
R_000236,R,2.61 kΩ,footprints:R_0805_2012Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 2.61 kΩ 1% 0805 150V,Panasonic,ERJ-6ENF2611V,1%,150V
R_000237,R,26.1 kΩ,footprints:R_0805_2012Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 26.1 kΩ 1% 0805 150V,Panasonic,ERJ-6ENF2612V,1%,150V
R_000238,R,261 kΩ,footprints:R_0805_2012Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 261 kΩ 1% 0805 150V,Panasonic,ERJ-6ENF2613V,1%,150V
R_000239,R,26.7 Ω,footprints:R_0805_2012Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 26.7 Ω 1% 0805 150V,Panasonic,ERJ-6ENF26R7V,1%,150V
R_000240,R,267 Ω,footprints:R_0805_2012Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 267 Ω 1% 0805 150V,Panasonic,ERJ-6ENF2670V,1%,150V
R_000241,R,2.67 kΩ,footprints:R_0805_2012Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 2.67 kΩ 1% 0805 150V,Panasonic,ERJ-6ENF2671V,1%,150V
R_000242,R,26.7 kΩ,footprints:R_0805_2012Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 26.7 kΩ 1% 0805 150V,Panasonic,ERJ-6ENF2672V,1%,150V
R_000243,R,267 kΩ,footprints:R_0805_2012Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 267 kΩ 1% 0805 150V,Panasonic,ERJ-6ENF2673V,1%,150V
R_000244,R,27.4 Ω,footprints:R_0805_2012Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 27.4 Ω 1% 0805 150V,Panasonic,ERJ-6ENF27R4V,1%,150V
R_000245,R,274 Ω,footprints:R_0805_2012Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 274 Ω 1% 0805 150V,Panasonic,ERJ-6ENF2740V,1%,150V
R_000246,R,2.74 kΩ,footprints:R_0805_2012Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 2.74 kΩ 1% 0805 150V,Panasonic,ERJ-6ENF2741V,1%,150V
R_000247,R,27.4 kΩ,footprints:R_0805_2012Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 27.4 kΩ 1% 0805 150V,Panasonic,ERJ-6ENF2742V,1%,150V
R_000248,R,274 kΩ,footprints:R_0805_2012Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 274 kΩ 1% 0805 150V,Panasonic,ERJ-6ENF2743V,1%,150V
R_000249,R,28 Ω,footprints:R_0805_2012Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 28 Ω 1% 0805 150V,Panasonic,ERJ-6ENF28R0V,1%,150V
R_000250,R,280 Ω,footprints:R_0805_2012Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 280 Ω 1% 0805 150V,Panasonic,ERJ-6ENF2800V,1%,150V
R_000251,R,2.8 kΩ,footprints:R_0805_2012Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 2.8 kΩ 1% 0805 150V,Panasonic,ERJ-6ENF2801V,1%,150V
R_000252,R,28 kΩ,footprints:R_0805_2012Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 28 kΩ 1% 0805 150V,Panasonic,ERJ-6ENF2802V,1%,150V
R_000253,R,280 kΩ,footprints:R_0805_2012Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 280 kΩ 1% 0805 150V,Panasonic,ERJ-6ENF2803V,1%,150V
R_000254,R,28.7 Ω,footprints:R_0805_2012Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 28.7 Ω 1% 0805 150V,Panasonic,ERJ-6ENF28R7V,1%,150V
R_000255,R,287 Ω,footprints:R_0805_2012Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 287 Ω 1% 0805 150V,Panasonic,ERJ-6ENF2870V,1%,150V
R_000256,R,2.87 kΩ,footprints:R_0805_2012Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 2.87 kΩ 1% 0805 150V,Panasonic,ERJ-6ENF2871V,1%,150V
R_000257,R,28.7 kΩ,footprints:R_0805_2012Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 28.7 kΩ 1% 0805 150V,Panasonic,ERJ-6ENF2872V,1%,150V
R_000258,R,287 kΩ,footprints:R_0805_2012Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 287 kΩ 1% 0805 150V,Panasonic,ERJ-6ENF2873V,1%,150V
R_000259,R,29.4 Ω,footprints:R_0805_2012Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 29.4 Ω 1% 0805 150V,Panasonic,ERJ-6ENF29R4V,1%,150V
R_000260,R,294 Ω,footprints:R_0805_2012Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 294 Ω 1% 0805 150V,Panasonic,ERJ-6ENF2940V,1%,150V
R_000261,R,2.94 kΩ,footprints:R_0805_2012Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 2.94 kΩ 1% 0805 150V,Panasonic,ERJ-6ENF2941V,1%,150V
R_000262,R,29.4 kΩ,footprints:R_0805_2012Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 29.4 kΩ 1% 0805 150V,Panasonic,ERJ-6ENF2942V,1%,150V
R_000263,R,294 kΩ,footprints:R_0805_2012Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 294 kΩ 1% 0805 150V,Panasonic,ERJ-6ENF2943V,1%,150V
R_000264,R,30.1 Ω,footprints:R_0805_2012Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 30.1 Ω 1% 0805 150V,Panasonic,ERJ-6ENF30R1V,1%,150V
R_000265,R,301 Ω,footprints:R_0805_2012Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 301 Ω 1% 0805 150V,Panasonic,ERJ-6ENF3010V,1%,150V
R_000266,R,3.01 kΩ,footprints:R_0805_2012Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 3.01 kΩ 1% 0805 150V,Panasonic,ERJ-6ENF3011V,1%,150V
R_000267,R,30.1 kΩ,footprints:R_0805_2012Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 30.1 kΩ 1% 0805 150V,Panasonic,ERJ-6ENF3012V,1%,150V
R_000268,R,301 kΩ,footprints:R_0805_2012Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 301 kΩ 1% 0805 150V,Panasonic,ERJ-6ENF3013V,1%,150V
R_000269,R,30.9 Ω,footprints:R_0805_2012Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 30.9 Ω 1% 0805 150V,Panasonic,ERJ-6ENF30R9V,1%,150V
R_000270,R,309 Ω,footprints:R_0805_2012Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 309 Ω 1% 0805 150V,Panasonic,ERJ-6ENF3090V,1%,150V
R_000271,R,3.09 kΩ,footprints:R_0805_2012Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 3.09 kΩ 1% 0805 150V,Panasonic,ERJ-6ENF3091V,1%,150V
R_000272,R,30.9 kΩ,footprints:R_0805_2012Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 30.9 kΩ 1% 0805 150V,Panasonic,ERJ-6ENF3092V,1%,150V
R_000273,R,309 kΩ,footprints:R_0805_2012Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 309 kΩ 1% 0805 150V,Panasonic,ERJ-6ENF3093V,1%,150V
R_000274,R,31.6 Ω,footprints:R_0805_2012Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 31.6 Ω 1% 0805 150V,Panasonic,ERJ-6ENF31R6V,1%,150V
R_000275,R,316 Ω,footprints:R_0805_2012Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 316 Ω 1% 0805 150V,Panasonic,ERJ-6ENF3160V,1%,150V
R_000276,R,3.16 kΩ,footprints:R_0805_2012Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 3.16 kΩ 1% 0805 150V,Panasonic,ERJ-6ENF3161V,1%,150V
R_000277,R,31.6 kΩ,footprints:R_0805_2012Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 31.6 kΩ 1% 0805 150V,Panasonic,ERJ-6ENF3162V,1%,150V
R_000278,R,316 kΩ,footprints:R_0805_2012Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 316 kΩ 1% 0805 150V,Panasonic,ERJ-6ENF3163V,1%,150V
R_000279,R,32.4 Ω,footprints:R_0805_2012Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 32.4 Ω 1% 0805 150V,Panasonic,ERJ-6ENF32R4V,1%,150V
R_000280,R,324 Ω,footprints:R_0805_2012Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 324 Ω 1% 0805 150V,Panasonic,ERJ-6ENF3240V,1%,150V
R_000281,R,3.24 kΩ,footprints:R_0805_2012Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 3.24 kΩ 1% 0805 150V,Panasonic,ERJ-6ENF3241V,1%,150V
R_000282,R,32.4 kΩ,footprints:R_0805_2012Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 32.4 kΩ 1% 0805 150V,Panasonic,ERJ-6ENF3242V,1%,150V
R_000283,R,324 kΩ,footprints:R_0805_2012Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 324 kΩ 1% 0805 150V,Panasonic,ERJ-6ENF3243V,1%,150V
R_000284,R,33.2 Ω,footprints:R_0805_2012Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 33.2 Ω 1% 0805 150V,Panasonic,ERJ-6ENF33R2V,1%,150V
R_000285,R,332 Ω,footprints:R_0805_2012Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 332 Ω 1% 0805 150V,Panasonic,ERJ-6ENF3320V,1%,150V
R_000286,R,3.32 kΩ,footprints:R_0805_2012Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 3.32 kΩ 1% 0805 150V,Panasonic,ERJ-6ENF3321V,1%,150V
R_000287,R,33.2 kΩ,footprints:R_0805_2012Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 33.2 kΩ 1% 0805 150V,Panasonic,ERJ-6ENF3322V,1%,150V
R_000288,R,332 kΩ,footprints:R_0805_2012Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 332 kΩ 1% 0805 150V,Panasonic,ERJ-6ENF3323V,1%,150V
R_000289,R,34 Ω,footprints:R_0805_2012Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 34 Ω 1% 0805 150V,Panasonic,ERJ-6ENF34R0V,1%,150V
R_000290,R,340 Ω,footprints:R_0805_2012Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 340 Ω 1% 0805 150V,Panasonic,ERJ-6ENF3400V,1%,150V
R_000291,R,3.4 kΩ,footprints:R_0805_2012Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 3.4 kΩ 1% 0805 150V,Panasonic,ERJ-6ENF3401V,1%,150V
R_000292,R,34 kΩ,footprints:R_0805_2012Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 34 kΩ 1% 0805 150V,Panasonic,ERJ-6ENF3402V,1%,150V
R_000293,R,340 kΩ,footprints:R_0805_2012Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 340 kΩ 1% 0805 150V,Panasonic,ERJ-6ENF3403V,1%,150V
R_000294,R,34.8 Ω,footprints:R_0805_2012Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 34.8 Ω 1% 0805 150V,Panasonic,ERJ-6ENF34R8V,1%,150V
R_000295,R,348 Ω,footprints:R_0805_2012Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 348 Ω 1% 0805 150V,Panasonic,ERJ-6ENF3480V,1%,150V
R_000296,R,3.48 kΩ,footprints:R_0805_2012Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 3.48 kΩ 1% 0805 150V,Panasonic,ERJ-6ENF3481V,1%,150V
R_000297,R,34.8 kΩ,footprints:R_0805_2012Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 34.8 kΩ 1% 0805 150V,Panasonic,ERJ-6ENF3482V,1%,150V
R_000298,R,348 kΩ,footprints:R_0805_2012Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 348 kΩ 1% 0805 150V,Panasonic,ERJ-6ENF3483V,1%,150V
R_000299,R,35.7 Ω,footprints:R_0805_2012Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 35.7 Ω 1% 0805 150V,Panasonic,ERJ-6ENF35R7V,1%,150V
R_000300,R,357 Ω,footprints:R_0805_2012Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 357 Ω 1% 0805 150V,Panasonic,ERJ-6ENF3570V,1%,150V
R_000301,R,3.57 kΩ,footprints:R_0805_2012Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 3.57 kΩ 1% 0805 150V,Panasonic,ERJ-6ENF3571V,1%,150V
R_000302,R,35.7 kΩ,footprints:R_0805_2012Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 35.7 kΩ 1% 0805 150V,Panasonic,ERJ-6ENF3572V,1%,150V
R_000303,R,357 kΩ,footprints:R_0805_2012Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 357 kΩ 1% 0805 150V,Panasonic,ERJ-6ENF3573V,1%,150V
R_000304,R,36.5 Ω,footprints:R_0805_2012Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 36.5 Ω 1% 0805 150V,Panasonic,ERJ-6ENF36R5V,1%,150V
R_000305,R,365 Ω,footprints:R_0805_2012Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 365 Ω 1% 0805 150V,Panasonic,ERJ-6ENF3650V,1%,150V
R_000306,R,3.65 kΩ,footprints:R_0805_2012Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 3.65 kΩ 1% 0805 150V,Panasonic,ERJ-6ENF3651V,1%,150V
R_000307,R,36.5 kΩ,footprints:R_0805_2012Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 36.5 kΩ 1% 0805 150V,Panasonic,ERJ-6ENF3652V,1%,150V
