Symbol Name,Reference,Value,Footprint,Datasheet,Description,Manufacturer,MPN,Voltage Rating,Current Rating,Package,Trustedparts Search
D_DFLS1200-7,D,DFLS1200-7,diode_footprints:D_PowerDI-123,https://www.diodes.com/datasheet/download/DFLS1200.pdf,Power Schottky Rectifier 100V 1.2A PowerDI-123,Diodes Incorporated,DFLS1200-7,100V,1.2A,PowerDI-123,https://www.trustedparts.com/en/search
