Symbol Name,Reference,Value,Footprint,Datasheet,Description,Manufacturer,MPN,Tolerance,Voltage Rating,Case Code - in,Case Code - mm,Series,Trustedparts Search
R_RT0805CRE07200RL,R,200 Ω,resistor_footprints:R_0805_2012Metric,https://www.yageo.com/en/ProductSearch/PartNumberSearch?part_number=RT0805CRE07200RL,RES SMD 200 Ω 0.25% 0805 150V,Yageo,RT0805CRE07200RL,0.25%,150V,0805,2012,RT0805CRE07,https://www.trustedparts.com/en/search/RT0805CRE07200RL
R_RT0805CRE07374RL,R,374 Ω,resistor_footprints:R_0805_2012Metric,https://www.yageo.com/en/ProductSearch/PartNumberSearch?part_number=RT0805CRE07374RL,RES SMD 374 Ω 0.25% 0805 150V,Yageo,RT0805CRE07374RL,0.25%,150V,0805,2012,RT0805CRE07,https://www.trustedparts.com/en/search/RT0805CRE07374RL
R_RT0805CRE07402RL,R,402 Ω,resistor_footprints:R_0805_2012Metric,https://www.yageo.com/en/ProductSearch/PartNumberSearch?part_number=RT0805CRE07402RL,RES SMD 402 Ω 0.25% 0805 150V,Yageo,RT0805CRE07402RL,0.25%,150V,0805,2012,RT0805CRE07,https://www.trustedparts.com/en/search/RT0805CRE07402RL
R_RT0805CRE07510RL,R,510 Ω,resistor_footprints:R_0805_2012Metric,https://www.yageo.com/en/ProductSearch/PartNumberSearch?part_number=RT0805CRE07510RL,RES SMD 510 Ω 0.25% 0805 150V,Yageo,RT0805CRE07510RL,0.25%,150V,0805,2012,RT0805CRE07,https://www.trustedparts.com/en/search/RT0805CRE07510RL
R_RT0805CRE07680RL,R,680 Ω,resistor_footprints:R_0805_2012Metric,https://www.yageo.com/en/ProductSearch/PartNumberSearch?part_number=RT0805CRE07680RL,RES SMD 680 Ω 0.25% 0805 150V,Yageo,RT0805CRE07680RL,0.25%,150V,0805,2012,RT0805CRE07,https://www.trustedparts.com/en/search/RT0805CRE07680RL
R_RT0805CRE07909RL,R,909 Ω,resistor_footprints:R_0805_2012Metric,https://www.yageo.com/en/ProductSearch/PartNumberSearch?part_number=RT0805CRE07909RL,RES SMD 909 Ω 0.25% 0805 150V,Yageo,RT0805CRE07909RL,0.25%,150V,0805,2012,RT0805CRE07,https://www.trustedparts.com/en/search/RT0805CRE07909RL
R_RT0805CRE071KL,R,1 kΩ,resistor_footprints:R_0805_2012Metric,https://www.yageo.com/en/ProductSearch/PartNumberSearch?part_number=RT0805CRE071KL,RES SMD 1 kΩ 0.25% 0805 150V,Yageo,RT0805CRE071KL,0.25%,150V,0805,2012,RT0805CRE07,https://www.trustedparts.com/en/search/RT0805CRE071KL
R_RT0805CRE071K2L,R,1.2 kΩ,resistor_footprints:R_0805_2012Metric,https://www.yageo.com/en/ProductSearch/PartNumberSearch?part_number=RT0805CRE071K2L,RES SMD 1.2 kΩ 0.25% 0805 150V,Yageo,RT0805CRE071K2L,0.25%,150V,0805,2012,RT0805CRE07,https://www.trustedparts.com/en/search/RT0805CRE071K2L
R_RT0805CRE071K27L,R,1.27 kΩ,resistor_footprints:R_0805_2012Metric,https://www.yageo.com/en/ProductSearch/PartNumberSearch?part_number=RT0805CRE071K27L,RES SMD 1.27 kΩ 0.25% 0805 150V,Yageo,RT0805CRE071K27L,0.25%,150V,0805,2012,RT0805CRE07,https://www.trustedparts.com/en/search/RT0805CRE071K27L
R_RT0805CRE071K5L,R,1.5 kΩ,resistor_footprints:R_0805_2012Metric,https://www.yageo.com/en/ProductSearch/PartNumberSearch?part_number=RT0805CRE071K5L,RES SMD 1.5 kΩ 0.25% 0805 150V,Yageo,RT0805CRE071K5L,0.25%,150V,0805,2012,RT0805CRE07,https://www.trustedparts.com/en/search/RT0805CRE071K5L
R_RT0805CRE071K8L,R,1.8 kΩ,resistor_footprints:R_0805_2012Metric,https://www.yageo.com/en/ProductSearch/PartNumberSearch?part_number=RT0805CRE071K8L,RES SMD 1.8 kΩ 0.25% 0805 150V,Yageo,RT0805CRE071K8L,0.25%,150V,0805,2012,RT0805CRE07,https://www.trustedparts.com/en/search/RT0805CRE071K8L
R_RT0805CRE072K32L,R,2.32 kΩ,resistor_footprints:R_0805_2012Metric,https://www.yageo.com/en/ProductSearch/PartNumberSearch?part_number=RT0805CRE072K32L,RES SMD 2.32 kΩ 0.25% 0805 150V,Yageo,RT0805CRE072K32L,0.25%,150V,0805,2012,RT0805CRE07,https://www.trustedparts.com/en/search/RT0805CRE072K32L
R_RT0805CRE072K43L,R,2.43 kΩ,resistor_footprints:R_0805_2012Metric,https://www.yageo.com/en/ProductSearch/PartNumberSearch?part_number=RT0805CRE072K43L,RES SMD 2.43 kΩ 0.25% 0805 150V,Yageo,RT0805CRE072K43L,0.25%,150V,0805,2012,RT0805CRE07,https://www.trustedparts.com/en/search/RT0805CRE072K43L
R_RT0805CRE072K49L,R,2.49 kΩ,resistor_footprints:R_0805_2012Metric,https://www.yageo.com/en/ProductSearch/PartNumberSearch?part_number=RT0805CRE072K49L,RES SMD 2.49 kΩ 0.25% 0805 150V,Yageo,RT0805CRE072K49L,0.25%,150V,0805,2012,RT0805CRE07,https://www.trustedparts.com/en/search/RT0805CRE072K49L
R_RT0805CRE072K7L,R,2.7 kΩ,resistor_footprints:R_0805_2012Metric,https://www.yageo.com/en/ProductSearch/PartNumberSearch?part_number=RT0805CRE072K7L,RES SMD 2.7 kΩ 0.25% 0805 150V,Yageo,RT0805CRE072K7L,0.25%,150V,0805,2012,RT0805CRE07,https://www.trustedparts.com/en/search/RT0805CRE072K7L
R_RT0805CRE073KL,R,3 kΩ,resistor_footprints:R_0805_2012Metric,https://www.yageo.com/en/ProductSearch/PartNumberSearch?part_number=RT0805CRE073KL,RES SMD 3 kΩ 0.25% 0805 150V,Yageo,RT0805CRE073KL,0.25%,150V,0805,2012,RT0805CRE07,https://www.trustedparts.com/en/search/RT0805CRE073KL
R_RT0805CRE073K1L,R,3.01 kΩ,resistor_footprints:R_0805_2012Metric,https://www.yageo.com/en/ProductSearch/PartNumberSearch?part_number=RT0805CRE073K1L,RES SMD 3.01 kΩ 0.25% 0805 150V,Yageo,RT0805CRE073K1L,0.25%,150V,0805,2012,RT0805CRE07,https://www.trustedparts.com/en/search/RT0805CRE073K1L
R_RT0805CRE073K16L,R,3.16 kΩ,resistor_footprints:R_0805_2012Metric,https://www.yageo.com/en/ProductSearch/PartNumberSearch?part_number=RT0805CRE073K16L,RES SMD 3.16 kΩ 0.25% 0805 150V,Yageo,RT0805CRE073K16L,0.25%,150V,0805,2012,RT0805CRE07,https://www.trustedparts.com/en/search/RT0805CRE073K16L
R_RT0805CRE073K3L,R,3.3 kΩ,resistor_footprints:R_0805_2012Metric,https://www.yageo.com/en/ProductSearch/PartNumberSearch?part_number=RT0805CRE073K3L,RES SMD 3.3 kΩ 0.25% 0805 150V,Yageo,RT0805CRE073K3L,0.25%,150V,0805,2012,RT0805CRE07,https://www.trustedparts.com/en/search/RT0805CRE073K3L
R_RT0805CRE073K57L,R,3.57 kΩ,resistor_footprints:R_0805_2012Metric,https://www.yageo.com/en/ProductSearch/PartNumberSearch?part_number=RT0805CRE073K57L,RES SMD 3.57 kΩ 0.25% 0805 150V,Yageo,RT0805CRE073K57L,0.25%,150V,0805,2012,RT0805CRE07,https://www.trustedparts.com/en/search/RT0805CRE073K57L
R_RT0805CRE074K2L,R,4.02 kΩ,resistor_footprints:R_0805_2012Metric,https://www.yageo.com/en/ProductSearch/PartNumberSearch?part_number=RT0805CRE074K2L,RES SMD 4.02 kΩ 0.25% 0805 150V,Yageo,RT0805CRE074K2L,0.25%,150V,0805,2012,RT0805CRE07,https://www.trustedparts.com/en/search/RT0805CRE074K2L
R_RT0805CRE074K7L,R,4.7 kΩ,resistor_footprints:R_0805_2012Metric,https://www.yageo.com/en/ProductSearch/PartNumberSearch?part_number=RT0805CRE074K7L,RES SMD 4.7 kΩ 0.25% 0805 150V,Yageo,RT0805CRE074K7L,0.25%,150V,0805,2012,RT0805CRE07,https://www.trustedparts.com/en/search/RT0805CRE074K7L
R_RT0805CRE074K99L,R,4.99 kΩ,resistor_footprints:R_0805_2012Metric,https://www.yageo.com/en/ProductSearch/PartNumberSearch?part_number=RT0805CRE074K99L,RES SMD 4.99 kΩ 0.25% 0805 150V,Yageo,RT0805CRE074K99L,0.25%,150V,0805,2012,RT0805CRE07,https://www.trustedparts.com/en/search/RT0805CRE074K99L
R_RT0805CRE075K1L,R,5.1 kΩ,resistor_footprints:R_0805_2012Metric,https://www.yageo.com/en/ProductSearch/PartNumberSearch?part_number=RT0805CRE075K1L,RES SMD 5.1 kΩ 0.25% 0805 150V,Yageo,RT0805CRE075K1L,0.25%,150V,0805,2012,RT0805CRE07,https://www.trustedparts.com/en/search/RT0805CRE075K1L
R_RT0805CRE075K49L,R,5.49 kΩ,resistor_footprints:R_0805_2012Metric,https://www.yageo.com/en/ProductSearch/PartNumberSearch?part_number=RT0805CRE075K49L,RES SMD 5.49 kΩ 0.25% 0805 150V,Yageo,RT0805CRE075K49L,0.25%,150V,0805,2012,RT0805CRE07,https://www.trustedparts.com/en/search/RT0805CRE075K49L
R_RT0805CRE075K62L,R,5.62 kΩ,resistor_footprints:R_0805_2012Metric,https://www.yageo.com/en/ProductSearch/PartNumberSearch?part_number=RT0805CRE075K62L,RES SMD 5.62 kΩ 0.25% 0805 150V,Yageo,RT0805CRE075K62L,0.25%,150V,0805,2012,RT0805CRE07,https://www.trustedparts.com/en/search/RT0805CRE075K62L
R_RT0805CRE076K19L,R,6.19 kΩ,resistor_footprints:R_0805_2012Metric,https://www.yageo.com/en/ProductSearch/PartNumberSearch?part_number=RT0805CRE076K19L,RES SMD 6.19 kΩ 0.25% 0805 150V,Yageo,RT0805CRE076K19L,0.25%,150V,0805,2012,RT0805CRE07,https://www.trustedparts.com/en/search/RT0805CRE076K19L
R_RT0805CRE079K1L,R,9.1 kΩ,resistor_footprints:R_0805_2012Metric,https://www.yageo.com/en/ProductSearch/PartNumberSearch?part_number=RT0805CRE079K1L,RES SMD 9.1 kΩ 0.25% 0805 150V,Yageo,RT0805CRE079K1L,0.25%,150V,0805,2012,RT0805CRE07,https://www.trustedparts.com/en/search/RT0805CRE079K1L
R_RT0805CRE070M11L,R,11 kΩ,resistor_footprints:R_0805_2012Metric,https://www.yageo.com/en/ProductSearch/PartNumberSearch?part_number=RT0805CRE070M11L,RES SMD 11 kΩ 0.25% 0805 150V,Yageo,RT0805CRE070M11L,0.25%,150V,0805,2012,RT0805CRE07,https://www.trustedparts.com/en/search/RT0805CRE070M11L
R_RT0805CRE070M115L,R,11.5 kΩ,resistor_footprints:R_0805_2012Metric,https://www.yageo.com/en/ProductSearch/PartNumberSearch?part_number=RT0805CRE070M115L,RES SMD 11.5 kΩ 0.25% 0805 150V,Yageo,RT0805CRE070M115L,0.25%,150V,0805,2012,RT0805CRE07,https://www.trustedparts.com/en/search/RT0805CRE070M115L
R_RT0805CRE070M12L,R,12 kΩ,resistor_footprints:R_0805_2012Metric,https://www.yageo.com/en/ProductSearch/PartNumberSearch?part_number=RT0805CRE070M12L,RES SMD 12 kΩ 0.25% 0805 150V,Yageo,RT0805CRE070M12L,0.25%,150V,0805,2012,RT0805CRE07,https://www.trustedparts.com/en/search/RT0805CRE070M12L
R_RT0805CRE070M13L,R,13 kΩ,resistor_footprints:R_0805_2012Metric,https://www.yageo.com/en/ProductSearch/PartNumberSearch?part_number=RT0805CRE070M13L,RES SMD 13 kΩ 0.25% 0805 150V,Yageo,RT0805CRE070M13L,0.25%,150V,0805,2012,RT0805CRE07,https://www.trustedparts.com/en/search/RT0805CRE070M13L
R_RT0805CRE070M15L,R,15 kΩ,resistor_footprints:R_0805_2012Metric,https://www.yageo.com/en/ProductSearch/PartNumberSearch?part_number=RT0805CRE070M15L,RES SMD 15 kΩ 0.25% 0805 150V,Yageo,RT0805CRE070M15L,0.25%,150V,0805,2012,RT0805CRE07,https://www.trustedparts.com/en/search/RT0805CRE070M15L
R_RT0805CRE070M174L,R,17.4 kΩ,resistor_footprints:R_0805_2012Metric,https://www.yageo.com/en/ProductSearch/PartNumberSearch?part_number=RT0805CRE070M174L,RES SMD 17.4 kΩ 0.25% 0805 150V,Yageo,RT0805CRE070M174L,0.25%,150V,0805,2012,RT0805CRE07,https://www.trustedparts.com/en/search/RT0805CRE070M174L
R_RT0805CRE070M2L,R,20 kΩ,resistor_footprints:R_0805_2012Metric,https://www.yageo.com/en/ProductSearch/PartNumberSearch?part_number=RT0805CRE070M2L,RES SMD 20 kΩ 0.25% 0805 150V,Yageo,RT0805CRE070M2L,0.25%,150V,0805,2012,RT0805CRE07,https://www.trustedparts.com/en/search/RT0805CRE070M2L
R_RT0805CRE070M215L,R,21.5 kΩ,resistor_footprints:R_0805_2012Metric,https://www.yageo.com/en/ProductSearch/PartNumberSearch?part_number=RT0805CRE070M215L,RES SMD 21.5 kΩ 0.25% 0805 150V,Yageo,RT0805CRE070M215L,0.25%,150V,0805,2012,RT0805CRE07,https://www.trustedparts.com/en/search/RT0805CRE070M215L
R_RT0805CRE070M221L,R,22.1 kΩ,resistor_footprints:R_0805_2012Metric,https://www.yageo.com/en/ProductSearch/PartNumberSearch?part_number=RT0805CRE070M221L,RES SMD 22.1 kΩ 0.25% 0805 150V,Yageo,RT0805CRE070M221L,0.25%,150V,0805,2012,RT0805CRE07,https://www.trustedparts.com/en/search/RT0805CRE070M221L
R_RT0805CRE070M232L,R,23.2 kΩ,resistor_footprints:R_0805_2012Metric,https://www.yageo.com/en/ProductSearch/PartNumberSearch?part_number=RT0805CRE070M232L,RES SMD 23.2 kΩ 0.25% 0805 150V,Yageo,RT0805CRE070M232L,0.25%,150V,0805,2012,RT0805CRE07,https://www.trustedparts.com/en/search/RT0805CRE070M232L
R_RT0805CRE070M24L,R,24 kΩ,resistor_footprints:R_0805_2012Metric,https://www.yageo.com/en/ProductSearch/PartNumberSearch?part_number=RT0805CRE070M24L,RES SMD 24 kΩ 0.25% 0805 150V,Yageo,RT0805CRE070M24L,0.25%,150V,0805,2012,RT0805CRE07,https://www.trustedparts.com/en/search/RT0805CRE070M24L
R_RT0805CRE070M255L,R,25.5 kΩ,resistor_footprints:R_0805_2012Metric,https://www.yageo.com/en/ProductSearch/PartNumberSearch?part_number=RT0805CRE070M255L,RES SMD 25.5 kΩ 0.25% 0805 150V,Yageo,RT0805CRE070M255L,0.25%,150V,0805,2012,RT0805CRE07,https://www.trustedparts.com/en/search/RT0805CRE070M255L
R_RT0805CRE070M261L,R,26.1 kΩ,resistor_footprints:R_0805_2012Metric,https://www.yageo.com/en/ProductSearch/PartNumberSearch?part_number=RT0805CRE070M261L,RES SMD 26.1 kΩ 0.25% 0805 150V,Yageo,RT0805CRE070M261L,0.25%,150V,0805,2012,RT0805CRE07,https://www.trustedparts.com/en/search/RT0805CRE070M261L
R_RT0805CRE070M267L,R,26.7 kΩ,resistor_footprints:R_0805_2012Metric,https://www.yageo.com/en/ProductSearch/PartNumberSearch?part_number=RT0805CRE070M267L,RES SMD 26.7 kΩ 0.25% 0805 150V,Yageo,RT0805CRE070M267L,0.25%,150V,0805,2012,RT0805CRE07,https://www.trustedparts.com/en/search/RT0805CRE070M267L
R_RT0805CRE070M332L,R,33.2 kΩ,resistor_footprints:R_0805_2012Metric,https://www.yageo.com/en/ProductSearch/PartNumberSearch?part_number=RT0805CRE070M332L,RES SMD 33.2 kΩ 0.25% 0805 150V,Yageo,RT0805CRE070M332L,0.25%,150V,0805,2012,RT0805CRE07,https://www.trustedparts.com/en/search/RT0805CRE070M332L
R_RT0805CRE070M402L,R,40.2 kΩ,resistor_footprints:R_0805_2012Metric,https://www.yageo.com/en/ProductSearch/PartNumberSearch?part_number=RT0805CRE070M402L,RES SMD 40.2 kΩ 0.25% 0805 150V,Yageo,RT0805CRE070M402L,0.25%,150V,0805,2012,RT0805CRE07,https://www.trustedparts.com/en/search/RT0805CRE070M402L
R_RT0805CRE070M453L,R,45.3 kΩ,resistor_footprints:R_0805_2012Metric,https://www.yageo.com/en/ProductSearch/PartNumberSearch?part_number=RT0805CRE070M453L,RES SMD 45.3 kΩ 0.25% 0805 150V,Yageo,RT0805CRE070M453L,0.25%,150V,0805,2012,RT0805CRE07,https://www.trustedparts.com/en/search/RT0805CRE070M453L
R_RT0805CRE070M464L,R,46.4 kΩ,resistor_footprints:R_0805_2012Metric,https://www.yageo.com/en/ProductSearch/PartNumberSearch?part_number=RT0805CRE070M464L,RES SMD 46.4 kΩ 0.25% 0805 150V,Yageo,RT0805CRE070M464L,0.25%,150V,0805,2012,RT0805CRE07,https://www.trustedparts.com/en/search/RT0805CRE070M464L
R_RT0805CRE070M499L,R,49.9 kΩ,resistor_footprints:R_0805_2012Metric,https://www.yageo.com/en/ProductSearch/PartNumberSearch?part_number=RT0805CRE070M499L,RES SMD 49.9 kΩ 0.25% 0805 150V,Yageo,RT0805CRE070M499L,0.25%,150V,0805,2012,RT0805CRE07,https://www.trustedparts.com/en/search/RT0805CRE070M499L
R_RT0805CRE070M51L,R,51 kΩ,resistor_footprints:R_0805_2012Metric,https://www.yageo.com/en/ProductSearch/PartNumberSearch?part_number=RT0805CRE070M51L,RES SMD 51 kΩ 0.25% 0805 150V,Yageo,RT0805CRE070M51L,0.25%,150V,0805,2012,RT0805CRE07,https://www.trustedparts.com/en/search/RT0805CRE070M51L
R_RT0805CRE070M62L,R,62 kΩ,resistor_footprints:R_0805_2012Metric,https://www.yageo.com/en/ProductSearch/PartNumberSearch?part_number=RT0805CRE070M62L,RES SMD 62 kΩ 0.25% 0805 150V,Yageo,RT0805CRE070M62L,0.25%,150V,0805,2012,RT0805CRE07,https://www.trustedparts.com/en/search/RT0805CRE070M62L
R_RT0805CRE070M665L,R,66.5 kΩ,resistor_footprints:R_0805_2012Metric,https://www.yageo.com/en/ProductSearch/PartNumberSearch?part_number=RT0805CRE070M665L,RES SMD 66.5 kΩ 0.25% 0805 150V,Yageo,RT0805CRE070M665L,0.25%,150V,0805,2012,RT0805CRE07,https://www.trustedparts.com/en/search/RT0805CRE070M665L
R_RT0805CRE070M68L,R,68 kΩ,resistor_footprints:R_0805_2012Metric,https://www.yageo.com/en/ProductSearch/PartNumberSearch?part_number=RT0805CRE070M68L,RES SMD 68 kΩ 0.25% 0805 150V,Yageo,RT0805CRE070M68L,0.25%,150V,0805,2012,RT0805CRE07,https://www.trustedparts.com/en/search/RT0805CRE070M68L
R_RT0805CRE070M681L,R,68.1 kΩ,resistor_footprints:R_0805_2012Metric,https://www.yageo.com/en/ProductSearch/PartNumberSearch?part_number=RT0805CRE070M681L,RES SMD 68.1 kΩ 0.25% 0805 150V,Yageo,RT0805CRE070M681L,0.25%,150V,0805,2012,RT0805CRE07,https://www.trustedparts.com/en/search/RT0805CRE070M681L
R_RT0805CRE070M732L,R,73.2 kΩ,resistor_footprints:R_0805_2012Metric,https://www.yageo.com/en/ProductSearch/PartNumberSearch?part_number=RT0805CRE070M732L,RES SMD 73.2 kΩ 0.25% 0805 150V,Yageo,RT0805CRE070M732L,0.25%,150V,0805,2012,RT0805CRE07,https://www.trustedparts.com/en/search/RT0805CRE070M732L
R_RT0805CRE070M1L,R,100 kΩ,resistor_footprints:R_0805_2012Metric,https://www.yageo.com/en/ProductSearch/PartNumberSearch?part_number=RT0805CRE070M1L,RES SMD 100 kΩ 0.25% 0805 150V,Yageo,RT0805CRE070M1L,0.25%,150V,0805,2012,RT0805CRE07,https://www.trustedparts.com/en/search/RT0805CRE070M1L
R_RT0805CRE070M158L,R,158 kΩ,resistor_footprints:R_0805_2012Metric,https://www.yageo.com/en/ProductSearch/PartNumberSearch?part_number=RT0805CRE070M158L,RES SMD 158 kΩ 0.25% 0805 150V,Yageo,RT0805CRE070M158L,0.25%,150V,0805,2012,RT0805CRE07,https://www.trustedparts.com/en/search/RT0805CRE070M158L
R_RT0805CRE070M16L,R,160 kΩ,resistor_footprints:R_0805_2012Metric,https://www.yageo.com/en/ProductSearch/PartNumberSearch?part_number=RT0805CRE070M16L,RES SMD 160 kΩ 0.25% 0805 150V,Yageo,RT0805CRE070M16L,0.25%,150V,0805,2012,RT0805CRE07,https://www.trustedparts.com/en/search/RT0805CRE070M16L
R_RT0805CRE070M205L,R,205 kΩ,resistor_footprints:R_0805_2012Metric,https://www.yageo.com/en/ProductSearch/PartNumberSearch?part_number=RT0805CRE070M205L,RES SMD 205 kΩ 0.25% 0805 150V,Yageo,RT0805CRE070M205L,0.25%,150V,0805,2012,RT0805CRE07,https://www.trustedparts.com/en/search/RT0805CRE070M205L
R_RT0805CRE070M249L,R,249 kΩ,resistor_footprints:R_0805_2012Metric,https://www.yageo.com/en/ProductSearch/PartNumberSearch?part_number=RT0805CRE070M249L,RES SMD 249 kΩ 0.25% 0805 150V,Yageo,RT0805CRE070M249L,0.25%,150V,0805,2012,RT0805CRE07,https://www.trustedparts.com/en/search/RT0805CRE070M249L
R_RT0805CRE070M33L,R,330 kΩ,resistor_footprints:R_0805_2012Metric,https://www.yageo.com/en/ProductSearch/PartNumberSearch?part_number=RT0805CRE070M33L,RES SMD 330 kΩ 0.25% 0805 150V,Yageo,RT0805CRE070M33L,0.25%,150V,0805,2012,RT0805CRE07,https://www.trustedparts.com/en/search/RT0805CRE070M33L
R_RT0805CRE070M36L,R,360 kΩ,resistor_footprints:R_0805_2012Metric,https://www.yageo.com/en/ProductSearch/PartNumberSearch?part_number=RT0805CRE070M36L,RES SMD 360 kΩ 0.25% 0805 150V,Yageo,RT0805CRE070M36L,0.25%,150V,0805,2012,RT0805CRE07,https://www.trustedparts.com/en/search/RT0805CRE070M36L
R_RT0805CRE070M39L,R,390 kΩ,resistor_footprints:R_0805_2012Metric,https://www.yageo.com/en/ProductSearch/PartNumberSearch?part_number=RT0805CRE070M39L,RES SMD 390 kΩ 0.25% 0805 150V,Yageo,RT0805CRE070M39L,0.25%,150V,0805,2012,RT0805CRE07,https://www.trustedparts.com/en/search/RT0805CRE070M39L
R_RT0805CRE070M47L,R,470 kΩ,resistor_footprints:R_0805_2012Metric,https://www.yageo.com/en/ProductSearch/PartNumberSearch?part_number=RT0805CRE070M47L,RES SMD 470 kΩ 0.25% 0805 150V,Yageo,RT0805CRE070M47L,0.25%,150V,0805,2012,RT0805CRE07,https://www.trustedparts.com/en/search/RT0805CRE070M47L
R_RT0805CRE070M604L,R,604 kΩ,resistor_footprints:R_0805_2012Metric,https://www.yageo.com/en/ProductSearch/PartNumberSearch?part_number=RT0805CRE070M604L,RES SMD 604 kΩ 0.25% 0805 150V,Yageo,RT0805CRE070M604L,0.25%,150V,0805,2012,RT0805CRE07,https://www.trustedparts.com/en/search/RT0805CRE070M604L
R_RT0805CRE070M698L,R,698 kΩ,resistor_footprints:R_0805_2012Metric,https://www.yageo.com/en/ProductSearch/PartNumberSearch?part_number=RT0805CRE070M698L,RES SMD 698 kΩ 0.25% 0805 150V,Yageo,RT0805CRE070M698L,0.25%,150V,0805,2012,RT0805CRE07,https://www.trustedparts.com/en/search/RT0805CRE070M698L
R_RT0805CRE070M91L,R,910 kΩ,resistor_footprints:R_0805_2012Metric,https://www.yageo.com/en/ProductSearch/PartNumberSearch?part_number=RT0805CRE070M91L,RES SMD 910 kΩ 0.25% 0805 150V,Yageo,RT0805CRE070M91L,0.25%,150V,0805,2012,RT0805CRE07,https://www.trustedparts.com/en/search/RT0805CRE070M91L
R_RT0805CRE070M931L,R,931 kΩ,resistor_footprints:R_0805_2012Metric,https://www.yageo.com/en/ProductSearch/PartNumberSearch?part_number=RT0805CRE070M931L,RES SMD 931 kΩ 0.25% 0805 150V,Yageo,RT0805CRE070M931L,0.25%,150V,0805,2012,RT0805CRE07,https://www.trustedparts.com/en/search/RT0805CRE070M931L
R_RT0805CRE070M976L,R,976 kΩ,resistor_footprints:R_0805_2012Metric,https://www.yageo.com/en/ProductSearch/PartNumberSearch?part_number=RT0805CRE070M976L,RES SMD 976 kΩ 0.25% 0805 150V,Yageo,RT0805CRE070M976L,0.25%,150V,0805,2012,RT0805CRE07,https://www.trustedparts.com/en/search/RT0805CRE070M976L
