Symbol Name,Reference,Value,Footprint,Datasheet,Description,Manufacturer,MPN,Series,Trustedparts Search,Color,Pitch (mm),Pin Count,Mounting Angle,Current Rating (A),Voltage Rating (V),Mounting Style,Contact Plating
J_TB006-508-02BE,J,TB006-508-02BE,connector_footprints:TB006-508-02BE,https://www.sameskydevices.com/product/resource/tb006-508.pdf,"Same Sky TB006-508 series,  2 positions connector,  5.08 mm pitch,  Blue,  Vertical mounting,  12.0 A,  300 V,  Through Hole,  Tin plated",Same Sky,TB006-508-02BE,TB006-508,https://www.trustedparts.com/en/search/TB006-508-02BE,Blue,5.08,2,Vertical,12.0,300,Through Hole,Tin
J_TB006-508-03BE,J,TB006-508-03BE,connector_footprints:TB006-508-03BE,https://www.sameskydevices.com/product/resource/tb006-508.pdf,"Same Sky TB006-508 series,  3 positions connector,  5.08 mm pitch,  Blue,  Vertical mounting,  12.0 A,  300 V,  Through Hole,  Tin plated",Same Sky,TB006-508-03BE,TB006-508,https://www.trustedparts.com/en/search/TB006-508-03BE,Blue,5.08,3,Vertical,12.0,300,Through Hole,Tin
J_TB006-508-04BE,J,TB006-508-04BE,connector_footprints:TB006-508-04BE,https://www.sameskydevices.com/product/resource/tb006-508.pdf,"Same Sky TB006-508 series,  4 positions connector,  5.08 mm pitch,  Blue,  Vertical mounting,  12.0 A,  300 V,  Through Hole,  Tin plated",Same Sky,TB006-508-04BE,TB006-508,https://www.trustedparts.com/en/search/TB006-508-04BE,Blue,5.08,4,Vertical,12.0,300,Through Hole,Tin
